Country;Year;Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2)
Kuwait;1999;1.324.206;10.443;0.3089;0.6145;-0.0163;3.2
Kuwait;2000;1.355.198;0.981;0.3114;0.6316;-0.0303;2.58
Kuwait;2001;143.171;0.9742;0.3431;0.6515;-0.0168;2.47
Kuwait;2002;1.495.083;14.291;0.4996;0.6714;-0.0169;3.05
Kuwait;2003;1.574.287;16.935;0.3911;0.6914;-0.031;4.45
Kuwait;2004;1.642.588;22.034;0.3814;0.7113;-0.0172;4.19
Kuwait;2005;1.759.041;20.867;0.6811;0.7312;-0.0314;3.97
Kuwait;2006;1.756.065;22.504;0.5246;0.7573;-0.0187;4.27
Kuwait;2007;1.753.536;23.884;0.3639;0.7834;-0.0189;4.92
Kuwait;2008;1.799.547;27.279;0.4583;0.8095;-0.0291;5.28
Kuwait;2009;1.874.545;25.655;0.3758;0.8355;-0.025;3.61
Kuwait;2010;1.866.845;27.035;0.3826;0.8616;-0.0253;3.92
Kuwait;2011;1.912.898;30.221;0.385;0.8916;-0.0255;5.42
Kuwait;2012;1.980.152;32.161;0.3527;0.9216;-0.0257;5.94
Kyrgyzstan;1990;242.496;0.6304;;18.553;;0.26
Kyrgyzstan;1991;216.899;0.5842;;16.837;;0.22
Kyrgyzstan;1992;144.602;0.5662;46.127;15.122;0.0017;0.18
Kyrgyzstan;1993;107.406;0.363;43.034;13.406;-24.649;0.05
Kyrgyzstan;1994;71.109;0.2112;38.807;1.169;-24.764;0.04
Kyrgyzstan;1995;50.112;0.1656;31.645;0.9974;-24.879;0.19
Kyrgyzstan;1996;60.604;0.2833;29.834;0.9438;-24.875;0.21
Kyrgyzstan;1997;59.295;0.3388;28.777;0.8902;-25.003;0.14
Kyrgyzstan;1998;62.186;0.3649;29.801;0.8366;-25.166;0.16
Kyrgyzstan;1999;51.078;0.2041;3.039;0.783;-25.349;0.12
Kyrgyzstan;2000;49.369;0.2632;30.946;0.7295;-25.465;0.12
Kyrgyzstan;2001;42.761;0.254;31.417;0.7155;-23.856;0.07
Kyrgyzstan;2002;52.453;0.2887;30.601;0.7015;-23.952;0.1
Kyrgyzstan;2003;57.745;0.4076;32.317;0.6876;-24.068;0.1
Kyrgyzstan;2004;57.137;0.468;31.988;0.6736;-24.158;0.15
Kyrgyzstan;2005;54.629;0.5247;32.891;0.6596;-24.275;0.38
Kyrgyzstan;2006;54.439;0.5698;33.623;0.6689;-128.916;0.85
Kyrgyzstan;2007;65.148;0.6552;3.459;0.6782;-132.914;0.73
Kyrgyzstan;2008;75.457;0.6527;3.575;0.6875;-136.887;0.88
Kyrgyzstan;2009;70.566;0.3351;39.229;0.6968;-140.881;1.01
Kyrgyzstan;2010;65.675;0.3473;39.854;0.7061;-144.863;0.82
Kyrgyzstan;2011;77.558;0.3706;41.152;0.7164;-148.831;0.16
Kyrgyzstan;2012;10.094;;41.841;0.7268;-152.827;0.16
Laos;1990;;0.0006;51.114;0.271;240.958;
Laos;1991;;0.0006;50.384;0.2792;215.841;
Laos;1992;;0.0043;52.914;0.2873;21.586;
Laos;1993;;0.0042;53.083;0.2955;21.588;
Laos;1994;;0.0042;56.154;0.3037;21.59;
Laos;1995;;0.0042;56.557;0.3119;215.919;
Laos;1996;;0.041;5.753;0.3212;215.529;
Laos;1997;;0.0412;59.571;0.3305;210.356;
Laos;1998;;0.0414;55.492;0.3398;229.815;
Laos;1999;;0.0416;54.582;0.3491;219.572;
Laos;2000;;0.0491;57.523;0.3584;210.842;
Laos;2001;;0.0499;59.405;0.3687;19.984;
Laos;2002;;0.1239;60.094;0.379;211.182;
Laos;2003;;0.1284;61.566;0.3892;204.239;
Laos;2004;;0.1292;6.353;0.3995;241.317;
Laos;2005;;0.13;62.606;0.4098;223.745;
Laos;2006;;0.2036;63.791;0.42;243.868;
Laos;2007;;0.2039;65.197;0.4303;282.756;
Laos;2008;;0.2043;68.138;0.4405;237.497;
Laos;2009;;0.2046;70.086;0.4508;250.756;
Laos;2010;;0.205;73.334;0.4611;297.439;
Laos;2011;;0.2056;72.739;0.4718;236.207;
Laos;2012;;;78.257;0.4826;254.064;
Latvia;1990;193.448;0.3092;;0.8646;;1.7
Latvia;1991;177.499;0.2958;;0.8359;;0.73
Latvia;1992;143.951;0.229;52.032;0.8072;52.208;0.64
Latvia;1993;123.003;0.1894;44.842;0.7784;-95.458;0.74
Latvia;1994;107.155;0.1682;33.846;0.7497;-96.021;0.95
Latvia;1995;94.706;0.158;29.113;0.7209;-96.584;0.55
Latvia;1996;94.486;0.2375;29.152;0.7444;-97.075;0.4
Latvia;1997;89.565;0.2181;28.525;0.7679;-97.717;0.32
Latvia;1998;85.344;0.3013;28.312;0.7913;-98.286;0.14
Latvia;1999;79.023;0.139;26.998;0.8148;-98.839;0.12
Latvia;2000;73.202;0.1599;25.688;0.8383;-99.376;0.1
Latvia;2001;77.482;0.1985;26.212;0.8437;-19.536;0.69
Latvia;2002;77.461;0.3653;26.477;0.8491;-19.369;0.72
Latvia;2003;7.964;0.4223;25.799;0.8545;-20.084;0.71
Latvia;2004;79.919;0.4573;26.387;0.86;-20.362;0.77
Latvia;2005;81.199;0.4922;26.521;0.8654;-20.693;0.98
Latvia;2006;85.733;0.5363;26.832;0.8638;-145.521;0.81
Latvia;2007;88.867;0.5913;27.281;0.8622;-146.783;0.8
Latvia;2008;84.701;0.639;27.943;0.8607;-147.908;0.94
Latvia;2009;77.336;0.8516;27.592;0.8591;-149.087;1.16
Latvia;2010;8.657;11.228;27.902;0.8575;-150.238;1.14
Latvia;2011;79.162;11.739;28.053;0.8524;-151.385;1.02
Latvia;2012;75.955;;28.782;0.8473;-152.547;1.1
Lebanon;1990;55.431;0.4528;0.4437;0.9384;0;0.16
Lebanon;1991;69.793;0.455;0.4689;0.9732;0;0.27
Lebanon;1992;69.955;0.7576;0.4874;10.079;0;0.37
Lebanon;1993;102.517;15.072;0.5191;10.426;0;0.41
Lebanon;1994;112.679;17.329;0.4763;10.773;0;0.5
Lebanon;1995;129.641;1.779;0.5545;1.112;0;0.7
Lebanon;1996;135.994;17.726;0.5647;12.362;0;0.38
Lebanon;1997;154.348;13.887;0.5714;13.605;0;0.38
Lebanon;1998;151.401;17.047;0.5929;14.847;0.0005;0.39
Lebanon;1999;159.154;14.162;0.59;16.089;0;0.45
Lebanon;2000;142.207;14.757;0.5974;17.331;0;0.45
Lebanon;2001;154.017;15.406;0.631;17.423;-0.0542;0.45
Lebanon;2002;153.727;15.469;0.5817;17.515;-0.0543;0.45
Lebanon;2003;152.237;20.918;0.5711;17.608;-0.0544;0.46
Lebanon;2004;153.546;23.655;0.5845;1.77;-0.0545;0.46
Lebanon;2005;145.956;24.927;0.5354;17.792;-0.0546;0.52
Lebanon;2006;137.551;19.176;0.5387;18.005;-0.0479;0.39
Lebanon;2007;121.147;22.694;0.5642;18.218;-0.0479;0.47
Lebanon;2008;159.342;2.471;0.5969;18.431;-0.048;0.6
Lebanon;2009;194.237;28.448;0.618;18.644;-0.048;0.62
Lebanon;2010;184.432;3.061;0.6177;18.856;-0.0481;0.78
Lebanon;2011;185.867;32.609;0.7052;1.888;-0.0481;0.79
Lebanon;2012;211.402;;0.7294;18.904;-0.0482;0.73
Lesotho;1990;;;13.473;0.1901;0.0131;
Lesotho;1991;;;13.389;0.1933;-0.0279;
Lesotho;1992;;;14.758;0.1965;-0.0279;
Lesotho;1993;;;14.441;0.1997;-0.0279;
Lesotho;1994;;;14.071;0.2029;-0.0279;
Lesotho;1995;;;1.339;0.2062;-0.0278;
Lesotho;1996;;;12.717;0.2077;-0.035;
Lesotho;1997;;;12.271;0.2092;-0.0205;
Lesotho;1998;;;1.146;0.2108;0.0493;
Lesotho;1999;;;16.222;0.2123;-0.0202;
Lesotho;2000;;;15.544;0.2138;-0.0349;
Lesotho;2001;;;16.871;0.214;-0.0428;
Lesotho;2002;;;13.449;0.2141;-0.0421;
Lesotho;2003;;;15.322;0.2142;-0.0414;
Lesotho;2004;;;13.314;0.2144;-0.0403;
Lesotho;2005;;;15.743;0.2145;-0.0412;
Lesotho;2006;;;14.031;0.2144;-0.0354;
Lesotho;2007;;;15.785;0.2144;-0.0309;
Lesotho;2008;;;13.905;0.2143;-0.0344;
Lesotho;2009;;;13.997;0.2143;-0.0342;
Lesotho;2010;;;14.727;0.2142;-0.036;
Lesotho;2011;;;13.534;0.2148;-0.0348;
Lesotho;2012;;;13.714;0.2155;-0.0344;
Liberia;1990;;0.0256;0.2915;0.4218;150.426;
Liberia;1991;;0.0003;0.2553;0.4143;150.412;
Liberia;1992;;0.0042;0.2582;0.4068;150.412;
Liberia;1993;;0.0045;0.231;0.3993;150.411;
Liberia;1994;;0.0012;0.2242;0.3917;150.411;
Liberia;1995;;0.0051;0.2266;0.3842;150.411;
Liberia;1996;;0.0102;0.2383;0.4007;150.357;
Liberia;1997;;0.0081;0.2661;0.4171;150.234;
Liberia;1998;;0.0095;0.2791;0.4336;15.039;
Liberia;1999;;0.0147;0.2753;0.4501;150.297;
Liberia;2000;;0.0455;0.2765;0.4665;15.026;
Liberia;2001;;0.0445;0.2706;0.4802;150.115;
Liberia;2002;;0.0398;0.2654;0.4938;150.046;
Liberia;2003;;0.0279;0.2669;0.5074;150.281;
Liberia;2004;;0.0782;0.2689;0.5211;150.079;
Liberia;2005;;0.0955;0.2724;0.5347;150.416;
Liberia;2006;;0.1029;0.2903;0.5588;150.137;
Liberia;2007;;0.1066;0.321;0.5828;150.034;
Liberia;2008;;0.0809;0.3527;0.6069;150.346;
Liberia;2009;;0.0736;0.394;0.631;15.235;
Liberia;2010;;0.0773;0.4157;0.6551;150.093;
Liberia;2011;;0.0747;0.4259;0.6755;150.055;
Liberia;2012;;;0.4278;0.696;151.494;
Libya;1990;911.163;13.716;21.178;0.7968;0;0.88
Libya;1991;889.343;12.071;20.864;0.822;0;0.91
Libya;1992;862.816;11.744;19.604;0.8472;0;0.93
Libya;1993;869.113;11.747;19.438;0.8724;0;1.02
Libya;1994;916.075;19.224;18.641;0.8975;0;1.15
Libya;1995;938.088;16.296;19.536;0.9227;0;1.19
Libya;1996;960.389;18.083;19.492;0.9473;0;1.87
Libya;1997;963.972;13.054;18.573;0.9718;0;1.8
Libya;1998;974.462;15.537;20.046;0.9963;0;1.87
Libya;1999;962.768;15.638;19.916;10.209;0;1.87
Libya;2000;983.372;15.739;1.725;10.454;0;2.19
Libya;2001;1.021.736;16.038;17.341;1.074;0;1.51
Libya;2002;1.059.774;1.784;2.126;11.025;0;1.41
Libya;2003;1.086.572;19.128;19.913;11.311;0;1.51
Libya;2004;1.121.923;1.994;22.417;11.596;0;1.66
Libya;2005;1.176.487;20.313;25.379;11.882;0;1.66
Libya;2006;1.192.503;28.994;24.632;1.22;0;2.24
Libya;2007;1.179.035;28.809;2.795;12.518;0;2.18
Libya;2008;1.249.713;30.602;26.333;12.836;0;2.09
Libya;2009;1.303.962;35.839;26.651;13.154;0;1.87
Libya;2010;1.346.791;33.638;25.195;13.473;0;1.76
Libya;2011;1.137.113;19.028;28.053;13.805;0;0.42
Libya;2012;1.259.182;;2.831;14.138;0;1.76
Lithuania;1990;338.319;19.254;;16.077;;0.7
Lithuania;1991;359.688;18.098;;15.535;;0.97
Lithuania;1992;203.758;1.659;76.814;14.993;63.787;1.11
Lithuania;1993;162.327;13.611;62.032;14.451;22.137;0.61
Lithuania;1994;154.497;11.805;55.116;13.908;21.965;0.59
Lithuania;1995;146.766;10.879;50.312;13.366;21.792;0.56
Lithuania;1996;152.775;13.134;51.504;13.434;21.615;0.51
Lithuania;1997;148.585;15.206;51.476;13.502;21.448;0.28
Lithuania;1998;156.494;17.571;50.752;1.357;21.266;0.25
Lithuania;1999;133.003;18.983;48.856;13.638;21.196;0.31
Lithuania;2000;116.812;20.505;47.929;13.707;20.923;0.36
Lithuania;2001;12.518;22.323;44.619;13.679;24.928;0.4
Lithuania;2002;125.748;24.727;39.481;13.651;25.235;0.42
Lithuania;2003;125.916;26.728;41.631;13.623;25.498;0.43
Lithuania;2004;131.984;29.535;43.296;13.595;25.766;0.46
Lithuania;2005;140.252;31.975;3.967;13.567;26.141;0.59
Lithuania;2006;141.242;30.292;41.188;1.373;51.213;0.6
Lithuania;2007;149.533;27.618;4.037;13.893;51.202;0.56
Lithuania;2008;147.523;24.616;41.153;14.056;51.283;0.51
Lithuania;2009;129.614;19.304;41.986;14.219;5.135;0.51
Lithuania;2010;138.505;17.694;44.793;14.381;51.374;0.59
Lithuania;2011;138.117;18.288;41.406;14.341;51.431;0.61
Lithuania;2012;138.629;18.881;42.614;1.43;51.492;0.57
Luxembourg;1990;104.469;0.3249;;0.0876;;0.39
Luxembourg;1991;109.718;0.3581;;0.087;;0.4
Luxembourg;1992;106.768;0.318;;0.0863;;0.39
Luxembourg;1993;109.718;0.3805;;0.0857;;0.39
Luxembourg;1994;101.468;0.3807;;0.085;;0.49
Luxembourg;1995;81.717;0.3846;;0.0843;;0.56
Luxembourg;1996;82.776;0.368;;0.0834;;0.61
Luxembourg;1997;78.135;0.3808;;0.0824;;0.74
Luxembourg;1998;72.193;0.3935;;0.0815;;0.84
Luxembourg;1999;75.552;0.4209;;0.0805;;0.98
Luxembourg;2000;8.141;0.4299;0.4849;0.0795;0.0036;0.95
Luxembourg;2001;87.809;0.4236;0.4835;0.0779;0.0036;1.03
Luxembourg;2002;94.508;0.4282;0.6377;0.0764;0.0036;1.11
Luxembourg;2003;99.406;0.4255;0.5382;0.0748;0.0036;1.16
Luxembourg;2004;113.305;0.4704;0.555;0.0732;0.0036;1.26
Luxembourg;2005;115.804;0.4567;0.5387;0.0716;0.0036;1.28
Luxembourg;2006;113.959;0.5329;0.5316;0.0703;0.0036;1.2
Luxembourg;2007;108.114;0.6238;0.5417;0.069;0.0036;1.29
Luxembourg;2008;107.269;0.6304;0.5528;0.0677;0.0234;1.3
Luxembourg;2009;101.624;0.5894;0.5554;0.0664;0.0036;1.24
Luxembourg;2010;107.279;0.6326;0.5608;0.0651;0.0036;1.28
Luxembourg;2011;105.987;0.6495;0.5584;0.0657;0.0036;1.19
Luxembourg;2012;103.995;;0.5991;0.0663;0.0036;1.1
FYR Macedonia;1990;88.042;0.5739;;0.7863;;0.02
FYR Macedonia;1991;85.543;0.5445;;0.7848;;0.02
FYR Macedonia;1992;85.143;0.4256;15.706;0.7832;0.0079;0.02
FYR Macedonia;1993;88.144;0.4109;15.789;0.7817;-0.7363;0.05
FYR Macedonia;1994;85.445;0.3962;18.254;0.7802;-0.7327;0.06
FYR Macedonia;1995;85.045;0.4071;17.501;0.7787;-0.7291;0.09
FYR Macedonia;1996;100.486;0.4231;17.348;0.7918;-0.729;0.08
FYR Macedonia;1997;90.026;0.4574;16.304;0.8049;-0.7252;0.09
FYR Macedonia;1998;98.367;0.4697;15.058;0.818;-0.7211;0.05
FYR Macedonia;1999;90.907;0.5297;13.764;0.8311;-0.7176;0.11
FYR Macedonia;2000;87.547;0.5933;13.551;0.8442;-0.6917;0.09
FYR Macedonia;2001;88.979;0.6778;12.553;0.8521;12.113;0.07
FYR Macedonia;2002;8.361;0.7256;11.977;0.8599;12.252;0.07
FYR Macedonia;2003;90.242;0.8687;12.054;0.8677;12.395;0.02
FYR Macedonia;2004;87.573;0.9239;12.838;0.8755;12.538;0.02
FYR Macedonia;2005;90.905;1.056;12.316;0.8834;12.682;0.02
FYR Macedonia;2006;90.841;11.659;12.424;0.8964;-0.0241;0.01
FYR Macedonia;2007;95.277;12.684;11.731;0.9095;0.0472;0.02
FYR Macedonia;2008;93.013;13.453;11.476;0.9226;0.0014;0.02
FYR Macedonia;2009;86.849;14.331;11.037;0.9357;0.0048;0.01
FYR Macedonia;2010;84.986;14.807;11.409;0.9488;0.0144;0.02
FYR Macedonia;2011;95.747;16.603;11.509;0.951;0.0265;0.01
FYR Macedonia;2012;89.809;;10.743;0.9532;0.0517;0.01
Madagascar;1990;;0.0293;21.317;0.3126;377.313;
Madagascar;1991;;0.0297;212.565;0.3228;356.404;
Madagascar;1992;;0.03;214.398;0.333;355.991;
Madagascar;1993;;0.0303;217.114;0.3432;355.577;
Madagascar;1994;;0.0197;214.027;0.3534;355.164;
Madagascar;1995;;0.02;215.157;0.3636;354.751;
Madagascar;1996;;0.0254;215.935;0.3753;357.563;
Madagascar;1997;;0.0233;21.304;0.387;353.853;
Madagascar;1998;;0.0286;219.199;0.3987;356.077;
Madagascar;1999;;0.0303;214.722;0.4103;355.586;
Madagascar;2000;;0.0356;208.817;0.422;347.781;
Madagascar;2001;;0.0385;197.058;0.4356;241.207;
Madagascar;2002;;0.0304;180.495;0.4493;235.706;
Madagascar;2003;;0.1176;201.522;0.4629;238.367;
Madagascar;2004;;0.1059;185.182;0.4765;238.988;
Madagascar;2005;;0.0978;217.918;0.4901;244.401;
Madagascar;2006;;0.1011;20.799;0.506;305.838;
Madagascar;2007;;0.1667;219.828;0.5219;307.697;
Madagascar;2008;;0.2139;209.971;0.5378;302.451;
Madagascar;2009;;0.2318;225.276;0.5537;307.965;
Madagascar;2010;;0.2498;225.788;0.5696;310.313;
Madagascar;2011;;0.2539;222.289;0.5877;310.905;
Madagascar;2012;;;224.898;0.6057;305.604;
Malawi;1990;;0.1321;21.047;0.1607;71.438;
Malawi;1991;;0.1431;22.139;0.1615;59.876;
Malawi;1992;;0.1395;22.143;0.1624;59.917;
Malawi;1993;;0.1468;22.561;0.1632;59.958;
Malawi;1994;;0.1469;18.404;0.164;59.999;
Malawi;1995;;0.1542;20.389;0.1648;6.004;
Malawi;1996;;0.1288;21.677;0.1706;61.863;
Malawi;1997;;0.1729;21.527;0.1764;59.529;
Malawi;1998;;0.1511;2.3;0.1822;60.058;
Malawi;1999;;0.177;2.251;0.188;59.645;
Malawi;2000;;0.1625;23.955;0.1938;58.973;
Malawi;2001;;0.1775;2.207;0.1992;65.657;
Malawi;2002;;0.1412;2.464;0.2047;65.811;
Malawi;2003;;0.1672;2.744;0.2101;6.924;
Malawi;2004;;0.1456;27.261;0.2156;66.008;
Malawi;2005;;0.1716;27.979;0.221;70.007;
Malawi;2006;;0.183;30.072;0.2274;58.187;
Malawi;2007;;0.1797;33.158;0.2338;58.897;
Malawi;2008;;0.2021;36.719;0.2402;60.409;
Malawi;2009;;0.2061;36.794;0.2466;58.649;
Malawi;2010;;0.1846;42.523;0.253;62.805;
Malawi;2011;;0.1925;43.537;0.2604;60.424;
Malawi;2012;;;48.643;0.2679;6.23;
Malaysia;1990;653.547;2.984;112.359;244.553;-2.432.939;2.17
Malaysia;1991;73.625;3.793;113.808;250.451;-2.410.676;2.4
Malaysia;1992;802.136;42.796;116.865;256.349;-2.388.413;2.51
Malaysia;1993;845.715;45.208;118.167;262.247;-2.366.149;2.8
Malaysia;1994;898.298;51.136;118.643;268.145;-2.343.886;3.7
Malaysia;1995;100.218;55.343;118.154;274.043;-2.321.623;3.97
Malaysia;1996;1.091.145;64.908;116.207;280.152;-2.303.404;4.56
Malaysia;1997;1.171.111;6.795;122.159;286.261;-2.277.512;4.81
Malaysia;1998;1.175.676;58.059;126.776;29.237;-2.188.962;6.23
Malaysia;1999;1.267.041;58.024;122.026;298.479;-2.238.239;5.54
Malaysia;2000;1.368.607;6.616;121.614;304.588;-2.215.939;5.36
Malaysia;2001;1.426.954;81.286;121.302;310.639;1.837.933;5.71
Malaysia;2002;151.915;87.142;129.171;31.669;183.97;5.58
Malaysia;2003;1.588.206;104.906;128.921;322.741;1.827.295;5.72
Malaysia;2004;1.722.222;100.466;140.039;328.793;1.825.725;6.37
Malaysia;2005;1.815.639;114.567;144.644;334.844;1.820.173;6.15
Malaysia;2006;1.886.974;12.072;141.066;340.975;1.480.841;6.66
Malaysia;2007;2.029.677;129.585;150.252;347.106;1.477.455;6.62
Malaysia;2008;2.156.736;133.833;163.838;353.237;1.469.775;6.48
Malaysia;2009;1.973.363;136.432;168.261;359.369;1.479.809;6.45
Malaysia;2010;2.109.243;141.449;16.972;36.55;1.467.305;7.26
Malaysia;2011;2.168.478;145.865;158.814;37.185;1.458.236;8.22
Malaysia;2012;2.208.282;150.312;144.507;37.82;1.452.043;7.67
Maldives;1990;;0;0;0.0442;-0.0006;
Maldives;1991;;0;0;0.0459;-0.0006;
Maldives;1992;;0;0;0.0477;-0.0006;
Maldives;1993;;0.0001;0;0.0495;-0.0006;
Maldives;1994;;0.0001;0;0.0513;-0.0006;
Maldives;1995;;0.0001;0;0.0531;-0.0006;
Maldives;1996;;0.0002;0;0.0548;-0.0006;
Maldives;1997;;0.0003;0;0.0564;-0.0006;
Maldives;1998;;0.0004;0;0.058;-0.0006;
Maldives;1999;;0.0005;0;0.0597;-0.0006;
Maldives;2000;;0.0006;0;0.0613;-0.0006;
Maldives;2001;;0.0008;0;0.0628;0.0018;
Maldives;2002;;0.001;0.0001;0.0643;0.0018;
Maldives;2003;;0.0012;0.0001;0.0657;0.0018;
Maldives;2004;;0.0014;0.0001;0.0672;0.0018;
Maldives;2005;;0.0016;0.0002;0.0687;0.0018;
Maldives;2006;;0.0018;0.0008;0.0711;0.0021;
Maldives;2007;;0.002;0.0017;0.0736;0.0021;
Maldives;2008;;0.0022;0.0004;0.076;0.0021;
Maldives;2009;;0.0024;0.0009;0.0784;0.0021;
Maldives;2010;;0.0026;0.0008;0.0808;0.0021;
Maldives;2011;;0.0037;0.0009;0.0807;0.0021;
Maldives;2012;;;0.001;0.0807;0.0021;
Mali;1990;;0.011;147.402;0.1854;85.175;
Mali;1991;;0.0111;146.767;0.1899;80.817;
Mali;1992;;0.0113;146.997;0.1944;80.817;
Mali;1993;;0.0115;148.759;0.1989;80.817;
Mali;1994;;0.0079;150.785;0.2033;80.817;
Mali;1995;;0.0081;153.657;0.2078;80.817;
Mali;1996;;0.0089;150.404;0.2138;7.81;
Mali;1997;;0.0169;152.314;0.2197;82.478;
Mali;1998;;0.003;161.254;0.2256;108.678;
Mali;1999;;0.0038;173.023;0.2316;104.543;
Mali;2000;;0.0046;177.269;0.2375;86.718;
Mali;2001;;0.0059;195.277;0.2452;81.018;
Mali;2002;;0.0073;186.469;0.2529;81.903;
Mali;2003;;0.0086;190.975;0.2605;73.702;
Mali;2004;;0.01;227.934;0.2682;76.033;
Mali;2005;;0.0114;216.551;0.2759;81.493;
Mali;2006;;0.0129;224.757;0.2835;7.628;
Mali;2007;;0.0144;231.066;0.291;75.132;
Mali;2008;;0.0159;25.071;0.2986;76.739;
Mali;2009;;0.0175;246.783;0.3061;73.463;
Mali;2010;;0.019;259.776;0.3137;72.299;
Mali;2011;;0.0213;269.993;0.3224;7.376;
Mali;2012;;;269.331;0.3312;71.552;
Malta;1990;22.985;0.0025;0.124;0.114;0;0.3
Malta;1991;21.787;0.0049;0.1268;0.1213;0;0.36
Malta;1992;21.488;0.0073;0.1315;0.1286;0;0.39
Malta;1993;2.779;0.0097;0.1297;0.1359;0;0.33
Malta;1994;24.892;0.0121;0.1277;0.1432;0;0.33
Malta;1995;23.594;0.0145;0.1196;0.1505;0;0.36
Malta;1996;23.094;0.0246;0.1173;0.1544;0;0.26
Malta;1997;24.594;0.0346;0.1207;0.1582;0;0.62
Malta;1998;23.595;0.0447;0.1182;0.162;0;0.31
Malta;1999;24.095;0.0547;0.115;0.1658;0;0.32
Malta;2000;21.196;0.0647;0.1117;0.1696;0;2.44
Malta;2001;24.796;0.0807;0.1094;0.1729;0;2.56
Malta;2002;22.996;0.0967;0.1097;0.1762;0;2.6
Malta;2003;25.896;0.1127;0.1122;0.1794;0;3.12
Malta;2004;25.896;0.1287;0.1089;0.1827;0;3.39
Malta;2005;27.196;0.1447;0.115;0.1859;0;2.35
Malta;2006;25.897;0.1602;0.1167;0.1932;0;2.61
Malta;2007;27.298;0.1756;0.1128;0.2005;0;2.94
Malta;2008;2.57;0.1911;0.1127;0.2078;0;3.27
Malta;2009;24.601;0.2066;0.0965;0.2151;0;3.84
Malta;2010;24.802;0.2221;0.0916;0.2224;0;4.94
Malta;2011;24.804;0.2397;0.0816;0.2231;0;4.14
Malta;2012;25.406;;0.0937;0.2239;0;4.29
Mauritania;1990;;0.0513;50.802;0.1976;12.226;
Mauritania;1991;;0.0514;52.539;0.2039;11.049;
Mauritania;1992;;0.0625;50.763;0.2103;11.038;
Mauritania;1993;;0.0553;52.116;0.2166;11.027;
Mauritania;1994;;0.1873;50.879;0.223;11.016;
Mauritania;1995;;0.0591;51.011;0.2293;11.005;
Mauritania;1996;;0.0523;54.944;0.2008;10.994;
Mauritania;1997;;0.0417;57.701;0.1722;10.983;
Mauritania;1998;;0.0532;61.237;0.1436;10.972;
Mauritania;1999;;0.0537;65.654;0.1151;10.961;
Mauritania;2000;;0.0614;6.966;0.0865;10.951;
Mauritania;2001;;0.1026;70.942;0.0888;11.002;
Mauritania;2002;;0.1034;69.879;0.0912;11.001;
Mauritania;2003;;0.1043;71.026;0.0935;1.1;
Mauritania;2004;;0.1564;73.924;0.0958;10.999;
Mauritania;2005;;0.1572;74.411;0.0982;10.998;
Mauritania;2006;;0.1951;73.303;0.1007;0.5105;
Mauritania;2007;;0.2145;73.202;0.1032;0.512;
Mauritania;2008;;0.1718;66.145;0.1058;0.5135;
Mauritania;2009;;0.1803;71.583;0.1083;0.5149;
Mauritania;2010;;0.1888;74.617;0.1109;0.5164;
Mauritania;2011;;0.2126;73.308;0.1136;0.5179;
Mauritania;2012;;;74.482;0.1163;0.5194;
Mauritius;1990;11.782;0.0795;0.16;0.714;0.0051;0.4
Mauritius;1991;12.592;0.0812;0.1564;0.7223;0.0051;0.41
Mauritius;1992;13.302;0.083;0.1593;0.7306;0.0051;0.47
Mauritius;1993;14.712;0.0847;0.1531;0.7389;0.0051;0.47
Mauritius;1994;15.221;0.0864;0.1669;0.7471;0.0051;0.49
Mauritius;1995;15.631;0.0881;0.171;0.7554;0.0051;0.48
Mauritius;1996;16.142;0.0934;0.1761;0.8382;0.0051;0.52
Mauritius;1997;16.253;0.0987;0.1646;0.921;0.0051;0.54
Mauritius;1998;18.063;0.104;0.1666;10.038;0.0051;0.77
Mauritius;1999;21.974;0.1094;0.181;10.867;0.0051;1.07
Mauritius;2000;24.285;0.1147;0.1817;11.695;0.0051;1.3
Mauritius;2001;25.602;0.117;0.1371;11.887;0.1825;1.25
Mauritius;2002;26.119;0.1193;0.1523;12.079;0.1824;1.15
Mauritius;2003;27.437;0.1216;0.15;12.271;0.1824;1.08
Mauritius;2004;27.654;0.124;0.1457;12.463;0.1823;1.16
Mauritius;2005;29.671;0.1263;0.1399;12.655;0.1823;1.32
Mauritius;2006;32.978;0.1406;0.1334;12.875;0;1.29
Mauritius;2007;33.784;0.1549;0.1436;13.096;0;1.4
Mauritius;2008;3.459;0.1692;0.1369;13.316;0;1.47
Mauritius;2009;34.096;0.1836;0.1353;13.536;0;1.34
Mauritius;2010;36.502;0.1979;0.1291;13.757;0;1.46
Mauritius;2011;36.308;0.2177;0.1469;13.854;0;1.65
Mauritius;2012;37.314;;0.1568;13.951;0;1.61
Mexico;1990;3.027.126;178.091;814.076;333.536;41.798;5.23
Mexico;1991;3.282.952;180.963;792.198;366.577;293.369;5.45
Mexico;1992;3.314.078;186.216;780.373;399.617;294.732;6.03
Mexico;1993;3.327.272;183.776;786.036;432.658;296.094;7.09
Mexico;1994;3.542.005;193.023;785.949;465.698;297.457;9.47
Mexico;1995;3.426.569;161.233;770.694;498.739;298.819;9.3
Mexico;1996;361.261;176.122;766.032;525.216;291.325;9.18
Mexico;1997;3.765.898;195.297;785.826;551.694;294.654;9.61
Mexico;1998;3.974.164;204.543;802.356;578.172;374.156;10.98
