Country;Year;Total GHG Emissions Including LUCF
Saudi Arabia;2001;2.866.014.551
Saudi Arabia;2002;3.039.806.669
Saudi Arabia;2003;3.173.843.508
Saudi Arabia;2004;3.354.809.486
Saudi Arabia;2005;3.520.823.064
Saudi Arabia;2006;3.700.850.906
Saudi Arabia;2007;3.888.665.448
Saudi Arabia;2008;4.183.338.209
Saudi Arabia;2009;4.377.416.891
Saudi Arabia;2010;4.782.552.293
Saudi Arabia;2011;4.982.999.706
Saudi Arabia;2012;5.269.670.349
Senegal;1990;2.332.390.289
Senegal;1991;2.202.579.272
Senegal;1992;2.246.379.255
Senegal;1993;2.270.145.838
Senegal;1994;2.305.074.421
Senegal;1995;2.324.910.204
Senegal;1996;2.341.983.712
Senegal;1997;239.608.722
Senegal;1998;2.523.050.329
Senegal;1999;2.738.383.437
Senegal;2000;2.753.633.945
Senegal;2001;2.739.970.647
Senegal;2002;2.595.134.949
Senegal;2003;2.493.133.852
Senegal;2004;2.755.250.754
Senegal;2005;2.835.401.456
Senegal;2006;2.853.668.661
Senegal;2007;2.813.896.666
Senegal;2008;2.912.013.871
Senegal;2009;2.907.892.276
Senegal;2010;3.095.645.881
Senegal;2011;3.164.828.654
Senegal;2012;2.811.860.426
Serbia;1990;6.916.737.102
Serbia;1991;5.942.814.886
Serbia;1992;549.754.014
Serbia;1993;4.914.911.829
Serbia;1994;4.562.563.518
Serbia;1995;5.124.597.608
Serbia;1996;5.870.262.446
Serbia;1997;6.325.752.885
Serbia;1998;6.326.227.323
Serbia;1999;4.690.901.762
Serbia;2000;50.093.986
Serbia;2001;5.245.698.733
Serbia;2002;5.603.877.265
Serbia;2003;5.948.033.397
Serbia;2004;641.108.873
Serbia;2005;5.735.198.462
Serbia;2006;6.591.642.667
Serbia;2007;-0.814365273
Serbia;2008;-4.886.053.219
Serbia;2009;-1.003.845.517
Serbia;2010;-1.276.875.511
Serbia;2011;-1.069.422.662
Serbia;2012;-1.900.752.013
Seychelles;1990;0.172345689
Seychelles;1991;0.202570628
Seychelles;1992;0.224537567
Seychelles;1993;0.221756506
Seychelles;1994;0.248447446
Seychelles;1995;0.249360385
Seychelles;1996;0.256466807
Seychelles;1997;0.470327229
Seychelles;1998;0.495893651
Seychelles;1999;0.569732073
Seychelles;2000;0.621726495
Seychelles;2001;0.698733362
Seychelles;2002;0.600792229
Seychelles;2003;0.612847096
Seychelles;2004;0.799383963
Seychelles;2005;0.75230483
Seychelles;2006;0.796681863
Seychelles;2007;0.706230896
Seychelles;2008;0.757305929
Seychelles;2009;0.804736963
Seychelles;2010;0.753699996
Seychelles;2011;0.663188918
Seychelles;2012;137.143.584
Sierra Leone;1990;9.617.079.975
Sierra Leone;1991;9.641.252.222
Sierra Leone;1992;9.487.034.469
Sierra Leone;1993;9.566.404.717
Sierra Leone;1994;9.602.392.964
Sierra Leone;1995;9.522.391.211
Sierra Leone;1996;9.416.049.546
Sierra Leone;1997;943.022.988
Sierra Leone;1998;9.443.714.214
Sierra Leone;1999;9.208.860.549
Sierra Leone;2000;9.183.052.883
Sierra Leone;2001;9.376.794.464
Sierra Leone;2002;9.697.610.046
Sierra Leone;2003;9.917.077.627
Sierra Leone;2004;1.016.607.121
Sierra Leone;2005;1.026.477.279
Sierra Leone;2006;1.105.328.521
Sierra Leone;2007;1.047.329.363
Sierra Leone;2008;1.084.893.605
Sierra Leone;2009;1.095.923.247
Sierra Leone;2010;111.052.209
Sierra Leone;2011;1.159.605.686
Sierra Leone;2012;1.301.684.483
Singapore;1990;3.227.498.535
Singapore;1991;3.405.136.803
Singapore;1992;349.248.847
Singapore;1993;4.044.970.537
Singapore;1994;4.257.976.604
Singapore;1995;4.266.081.071
Singapore;1996;4.422.666.475
Singapore;1997;4.535.233.278
Singapore;1998;4.368.214.682
Singapore;1999;4.438.587.686
Singapore;2000;4.878.907.489
Singapore;2001;4.896.865.566
Singapore;2002;4.904.033.242
Singapore;2003;4.673.756.118
Singapore;2004;4.901.558.794
Singapore;2005;4.746.015.471
Singapore;2006;4.818.118.012
Singapore;2007;4.993.351.553
Singapore;2008;4.810.229.095
Singapore;2009;4.956.306.636
Singapore;2010;5.461.538.178
Singapore;2011;5.636.546.176
Singapore;2012;5.612.602.175
Slovakia;1990;6.283.096.348
Slovakia;1991;5.531.648.979
Slovakia;1992;508.520.051
Slovakia;1993;5.292.247.957
Slovakia;1994;3.962.093.204
Slovakia;1995;400.503.185
Slovakia;1996;4.064.669.713
Slovakia;1997;4.093.121.176
Slovakia;1998;3.996.470.238
Slovakia;1999;3.862.097.501
Slovakia;2000;3.643.087.764
Slovakia;2001;3.852.361.504
Slovakia;2002;3.815.513.645
Slovakia;2003;3.863.571.386
Slovakia;2004;3.763.798.126
Slovakia;2005;3.855.812.267
Slovakia;2006;4.059.209.757
Slovakia;2007;3.984.414.847
Slovakia;2008;3.936.436.736
Slovakia;2009;3.555.537.626
Slovakia;2010;3.703.918.516
Slovakia;2011;3.579.341.199
Slovakia;2012;3.382.495.399
Slovenia;1990;1.563.640.322
Slovenia;1991;1.479.251.497
Slovenia;1992;1.592.569.005
Slovenia;1993;7.743.310.202
Slovenia;1994;7.765.266.353
Slovenia;1995;8.550.970.504
Slovenia;1996;9.297.861.603
Slovenia;1997;9.793.796.701
Slovenia;1998;95.326.278
Slovenia;1999;8.933.398.898
Slovenia;2000;8.579.643.997
Slovenia;2001;5.279.993.489
Slovenia;2002;5.384.066.982
Slovenia;2003;5.497.726.474
Slovenia;2004;5.555.811.967
Slovenia;2005;5.706.241.459
Slovenia;2006;5.813.573.383
Slovenia;2007;5.696.957.307
Slovenia;2008;657.685.523
Slovenia;2009;4.601.469.154
Slovenia;2010;4.957.657.078
Slovenia;2011;4.793.204.127
Slovenia;2012;3.638.467.177
Solomon Islands;1990;2.046.729.135
Solomon Islands;1991;2.052.240.606
Solomon Islands;1992;2.058.832.076
Solomon Islands;1993;2.061.379.546
Solomon Islands;1994;2.062.597.017
Solomon Islands;1995;2.075.646.487
Solomon Islands;1996;208.244.488
Solomon Islands;1997;2.089.273.273
Solomon Islands;1998;2.095.391.667
Solomon Islands;1999;210.700.406
Solomon Islands;2000;2.114.842.453
Solomon Islands;2001;2.053.725.711
Solomon Islands;2002;2.060.980.968
Solomon Islands;2003;2.075.644.225
Solomon Islands;2004;2.084.869.482
Solomon Islands;2005;209.299.474
Solomon Islands;2006;2.174.225.152
Solomon Islands;2007;2.193.327.565
Solomon Islands;2008;2.201.637.978
Solomon Islands;2009;221.278.239
Solomon Islands;2010;2.223.046.803
Solomon Islands;2011;2.230.321.631
Solomon Islands;2012;2.306.210.459
South Africa;1990;3.217.320.793
South Africa;1991;3.157.578.631
South Africa;1992;3.113.492.388
South Africa;1993;3.188.895.066
South Africa;1994;3.250.547.384
South Africa;1995;3.432.297.261
South Africa;1996;3.555.328.969
South Africa;1997;3.713.505.497
South Africa;1998;3.808.248.845
South Africa;1999;3.635.483.013
South Africa;2000;3.701.893.001
South Africa;2001;3.566.245.539
South Africa;2002;3.698.474.756
South Africa;2003;3.953.666.674
South Africa;2004;4.122.030.852
South Africa;2005;4.097.066.989
South Africa;2006;4.101.941.556
South Africa;2007;4.384.456.082
South Africa;2008;4.679.420.568
South Africa;2009;4.494.288.694
South Africa;2010;4.607.484.781
South Africa;2011;44.678.877
South Africa;2012;4.637.507.068
Spain;1990;2.632.186.167
Spain;1991;2.458.529.156
Spain;1992;2.560.715.265
Spain;1993;2.417.667.914
Spain;1994;2.535.098.603
Spain;1995;2.673.646.192
Spain;1996;2.593.385.996
Spain;1997;28.033.032
Spain;1998;2.932.367.664
Spain;1999;3.146.203.468
Spain;2000;3.326.015.712
Spain;2001;3.733.203.912
Spain;2002;3.896.795.933
Spain;2003;3.993.794.174
Spain;2004;4.163.203.534
Spain;2005;4.280.813.135
Spain;2006;4.092.866.724
Spain;2007;4.222.792.533
Spain;2008;3.861.491.822
Spain;2009;3.458.123.571
Spain;2010;330.409.912
Spain;2011;3.299.074.246
Spain;2012;3.234.845.923
Sri Lanka;1990;3.154.426.958
Sri Lanka;1991;3.126.295.854
Sri Lanka;1992;3.280.235.549
Sri Lanka;1993;3.290.858.844
Sri Lanka;1994;339.321.034
Sri Lanka;1995;3.395.490.635
Sri Lanka;1996;3.608.158.615
Sri Lanka;1997;3.628.011.996
Sri Lanka;1998;3.611.769.576
Sri Lanka;1999;3.767.129.557
Sri Lanka;2000;3.910.417.537
Sri Lanka;2001;3.968.588.228
Sri Lanka;2002;406.145.512
Sri Lanka;2003;4.179.940.212
Sri Lanka;2004;4.204.818.103
Sri Lanka;2005;4.394.165.795
Sri Lanka;2006;4.044.597.561
Sri Lanka;2007;4.149.364.928
Sri Lanka;2008;4.177.117.694
Sri Lanka;2009;4.105.709.061
Sri Lanka;2010;4.229.082.827
Sri Lanka;2011;4.515.829.635
Sri Lanka;2012;4.520.908.042
Sudan;1990;1.439.900.714
Sudan;1991;1.434.575.773
Sudan;1992;1.487.706.473
Sudan;1993;1.520.480.832
Sudan;1994;1.577.698.312
Sudan;1995;1.590.183.311
Sudan;1996;1.600.395.264
Sudan;1997;1.714.527.598
Sudan;1998;1.827.800.551
Sudan;1999;1.874.396.905
Sudan;2000;1.915.038.858
Sudan;2001;1.358.623.762
Sudan;2002;1.536.993.706
Sudan;2003;146.549.303
Sudan;2004;1.550.124.694
Sudan;2005;1.595.854.278
Sudan;2006;1.606.489.835
Sudan;2007;1.673.794.692
Sudan;2008;1.716.730.768
Sudan;2009;1.846.186.085
Sudan;2010;1.712.486.741
Sudan;2011;1.813.503.309
Sudan;2012;1.773.541.698
Suriname;1990;5.093.192.325
Suriname;1991;5.437.420.121
Suriname;1992;5.529.163.917
Suriname;1993;5.520.843.714
Suriname;1994;551.853.351
Suriname;1995;5.575.675.306
Suriname;1996;553.592.791
Suriname;1997;5.517.868.514
Suriname;1998;5.622.831.119
Suriname;1999;5.474.737.723
Suriname;2000;5.370.668.327
Suriname;2001;5.519.324.787
Suriname;2002;5.433.135.246
Suriname;2003;5.759.759.706
Suriname;2004;5.659.432.165
Suriname;2005;5.589.284.625
Suriname;2006;8.543.159.598
Suriname;2007;8.499.976.571
Suriname;2008;8.658.903.544
Suriname;2009;8.887.038.517
Suriname;2010;859.503.349
Suriname;2011;8.119.955.327
Suriname;2012;8.630.397.164
Swaziland;1990;3.039.467.889
Swaziland;1991;2.039.603.486
Swaziland;1992;2.035.759.082
Swaziland;1993;1.756.318.678
Swaziland;1994;2.133.546.275
Swaziland;1995;2.158.667.871
Swaziland;1996;2.100.031.601
Swaziland;1997;2.972.679.331
Swaziland;1998;3.055.189.061
Swaziland;1999;3.043.090.791
Swaziland;2000;3.018.916.521
Swaziland;2001;2.795.506.904
Swaziland;2002;2.797.713.287
Swaziland;2003;2.805.457.669
Swaziland;2004;2.855.604.052
Swaziland;2005;2.849.760.435
Swaziland;2006;2.655.043.212
Swaziland;2007;3.008.137.989
Swaziland;2008;3.053.156.767
Swaziland;2009;2.807.373.544
Swaziland;2010;2.916.282.321
Swaziland;2011;2.908.866.456
Swaziland;2012;2.852.816.591
Sweden;1990;9.026.117.794
Sweden;1991;7.121.707.992
Sweden;1992;739.641.559
Sweden;1993;7.378.993.388
Sweden;1994;7.600.716.586
Sweden;1995;7.549.683.984
Sweden;1996;8.107.367.893
Sweden;1997;7.490.799.801
Sweden;1998;754.202.751
Sweden;1999;7.404.372.018
Sweden;2000;7.007.059.927
Sweden;2001;4.446.887.238
Sweden;2002;461.170.255
Sweden;2003;4.698.810.461
Sweden;2004;4.546.454.172
Sweden;2005;4.205.789.284
Sweden;2006;396.265.239
Sweden;2007;3.777.411.296
Sweden;2008;3.580.031.402
Sweden;2009;3.266.817.108
Sweden;2010;3.803.085.214
Sweden;2011;3.435.720.874
Sweden;2012;3.122.582.533
Switzerland;1990;5.136.041.214
Switzerland;1991;515.784.777
Switzerland;1992;5.140.146.325
Switzerland;1993;4.887.485.881
Switzerland;1994;4.799.564.436
Switzerland;1995;4.870.084.192
Switzerland;1996;4.939.748.528
Switzerland;1997;4.777.753.664
Switzerland;1998;49.608.698
Switzerland;1999;4.958.171.135
Switzerland;2000;4.869.069.271
Switzerland;2001;5.025.142.236
Switzerland;2002;4.913.481.002
Switzerland;2003;5.027.328.567
Switzerland;2004;5.083.114.132
Switzerland;2005;5.140.208.697
Switzerland;2006;511.489.484
Switzerland;2007;4.915.386.182
Switzerland;2008;5.067.107.524
Switzerland;2009;4.922.120.866
Switzerland;2010;5.071.825.208
Switzerland;2011;4.664.846.962
Switzerland;2012;4.807.147.235
Syria;1990;5.482.567.556
Syria;1991;5.816.224.827
Syria;1992;5.927.944.899
Syria;1993;5.988.618.771
Syria;1994;6.316.834.043
Syria;1995;6.713.529.315
Syria;1996;6.978.704.242
Syria;1997;714.635.557
Syria;1998;7.591.172.098
Syria;1999;7.505.990.426
Syria;2000;7.491.953.154
Syria;2001;7.396.832.528
Syria;2002;7.622.148.502
Syria;2003;7.616.546.477
Syria;2004;7.966.199.851
Syria;2005;8.949.000.625
Syria;2006;9.302.470.668
Syria;2007;968.413.251
Syria;2008;9.733.575.753
Syria;2009;9.142.736.595
Syria;2010;9.077.723.638
Syria;2011;8.818.687.192
Syria;2012;7.249.979.347
Tajikistan;1990;1.284.983.279
Tajikistan;1991;1.200.267.904
Tajikistan;1992;1.302.843.124
Tajikistan;1993;1.023.607.105
Tajikistan;1994;804.615.685
Tajikistan;1995;7.396.256.655
Tajikistan;1996;6.852.922.063
Tajikistan;1997;7.028.997.471
Tajikistan;1998;7.001.588.879
Tajikistan;1999;6.598.160.288
Tajikistan;2000;6.137.815.696
Tajikistan;2001;6.039.178.647
Tajikistan;2002;6.043.295.598
Tajikistan;2003;622.458.255
Tajikistan;2004;6.970.625.501
Tajikistan;2005;7.082.948.452
Tajikistan;2006;7.634.627.986
Tajikistan;2007;8.335.431.521
Tajikistan;2008;8.626.397.055
Tajikistan;2009;824.982.459
Tajikistan;2010;8.311.406.124
Tajikistan;2011;86.116.408
Tajikistan;2012;9.091.923.476
Tanzania;1990;1.464.320.285
Tanzania;1991;1.454.749.004
Tanzania;1992;1.456.050.922
Tanzania;1993;1.461.080.541
Tanzania;1994;1.462.554.859
Tanzania;1995;1.501.509.898
Tanzania;1996;1.501.846.717
Tanzania;1997;1.482.081.517
Tanzania;1998;1.535.907.996
Tanzania;1999;1.535.741.176
Tanzania;2000;1.487.676.775
Tanzania;2001;1.570.048.682
Tanzania;2002;1.549.238.248
Tanzania;2003;1.633.762.835
Tanzania;2004;1.628.513.601
Tanzania;2005;1.679.255.128
Tanzania;2006;1.596.125.676
Tanzania;2007;1.635.174.564
Tanzania;2008;1.654.953.393
Tanzania;2009;1.660.934.041
Tanzania;2010;169.277.109
Tanzania;2011;1.716.775.478
Tanzania;2012;1.717.266.747
Thailand;1990;1.714.056.687
Thailand;1991;1.754.133.532
Thailand;1992;1.877.466.517
Thailand;1993;2.047.250.043
Thailand;1994;2.218.095.248
Thailand;1995;2.380.954.674
Thailand;1996;2.598.258.339
Thailand;1997;2.658.546.465
Thailand;1998;246.825.375
Thailand;1999;2.557.819.876
Thailand;2000;2.564.304.181
Thailand;2001;2.611.364.337
Thailand;2002;2.787.218.653
Thailand;2003;2.932.314.029
Thailand;2004;3.144.178.605
Thailand;2005;3.221.399.281
Thailand;2006;3.188.372.423
Thailand;2007;3.285.650.724
Thailand;2008;3.311.382.706
Thailand;2009;3.298.543.687
Thailand;2010;3.557.680.768
Thailand;2011;3.581.742.029
Thailand;2012;3.757.071.781
Togo;1990;1.252.862.632
Togo;1991;1.170.428.157
Togo;1992;1.143.587.082
Togo;1993;1.132.850.007
Togo;1994;1.163.564.332
Togo;1995;1.157.685.857
Togo;1996;1.215.136.956
Togo;1997;1.223.128.254
Togo;1998;1.295.942.552
Togo;1999;131.717.405
Togo;2000;1.306.206.148
Togo;2001;1.304.994.292
Togo;2002;1.317.894.836
Togo;2003;135.031.738
Togo;2004;1.316.813.923
Togo;2005;1.404.632.467
Togo;2006;1.334.685.886
Togo;2007;1.339.378.705
Togo;2008;1.408.014.723
Togo;2009;1.513.396.742
Togo;2010;1.498.340.361
Togo;2011;1.536.181.648
Togo;2012;580.014.736
Tonga;1990;0.227562613
Tonga;1991;0.24644204
Tonga;1992;0.224033468
Tonga;1993;0.238748896
Tonga;1994;0.244936324
Tonga;1995;0.245329751
Tonga;1996;0.228788796
Tonga;1997;0.25193184
Tonga;1998;0.242328884
Tonga;1999;0.267521928
Tonga;2000;0.256274973
Tonga;2001;0.250969304
Tonga;2002;0.267807635
Tonga;2003;0.308545967
Tonga;2004;0.283880298
Tonga;2005;0.28799663
Tonga;2006;0.303286476
Tonga;2007;0.289104323
Tonga;2008;0.29912617
Tonga;2009;0.339712016
Tonga;2010;0.319549863
Tonga;2011;0.290010527
Tonga;2012;0.392725191
Trinidad & Tobago;1990;1.884.456.679
Trinidad & Tobago;1991;1.802.028.459
Trinidad & Tobago;1992;1.696.378.839
Trinidad & Tobago;1993;173.821.362
Trinidad & Tobago;1994;18.402.448
Trinidad & Tobago;1995;184.738.098
Trinidad & Tobago;1996;2.003.931.302
Trinidad & Tobago;1997;2.056.966.423
Trinidad & Tobago;1998;2.242.225.545
Trinidad & Tobago;1999;2.334.103.667
Trinidad & Tobago;2000;2.416.237.588
Trinidad & Tobago;2001;2.625.817.123
Trinidad & Tobago;2002;2.771.529.457
Trinidad & Tobago;2003;2.692.728.591
Trinidad & Tobago;2004;2.872.790.525
Trinidad & Tobago;2005;347.682.306
Trinidad & Tobago;2006;3.859.971.753
Trinidad & Tobago;2007;4.028.801.846
Trinidad & Tobago;2008;391.511.254
Trinidad & Tobago;2009;3.880.530.633
Trinidad & Tobago;2010;4.177.418.926
Trinidad & Tobago;2011;4.121.471.693
Trinidad & Tobago;2012;4.040.239.459
Tunisia;1990;1.930.112.679
Tunisia;1991;1.960.405.445
Tunisia;1992;2.041.777.411
Tunisia;1993;2.232.341.577
Tunisia;1994;2.216.262.943
Tunisia;1995;2.249.066.709
Tunisia;1996;2.365.789.008
Tunisia;1997;2.417.534.107
Tunisia;1998;2.529.319.607
Tunisia;1999;2.646.153.506
Tunisia;2000;2.776.437.005
Tunisia;2001;2.860.106.179
Tunisia;2002;2.846.294.153
Tunisia;2003;2.878.829.527
Tunisia;2004;2.994.355.101
Tunisia;2005;3.089.912.275
Tunisia;2006;3.137.908.101
Tunisia;2007;3.174.350.127
Tunisia;2008;3.245.521.353
Tunisia;2009;3.301.827.179
Tunisia;2010;3.477.071.605
Tunisia;2011;333.913.611
Tunisia;2012;3.069.721.415
Turkey;1990;1.975.833.118
Turkey;1991;1.879.013.355
Turkey;1992;1.995.723.773
Turkey;1993;211.169.409
Turkey;1994;2.094.053.768
Turkey;1995;2.287.458.285
Turkey;1996;2.473.638.452
Turkey;1997;2.573.038.299
Turkey;1998;2.613.373.626
Turkey;1999;2.597.171.453
Turkey;2000;285.132.754
Turkey;2001;2.523.849.451
Turkey;2002;2.622.694.582
Turkey;2003;2.727.483.493
Turkey;2004;2.791.778.145
Turkey;2005;2.905.254.076
Turkey;2006;3.169.814.662
Turkey;2007;3.433.687.368
Turkey;2008;3.424.143.475
Turkey;2009;3.373.547.801
Turkey;2010;3.499.081.227
Turkey;2011;3.727.743.622
Turkey;2012;3.908.648.428
Turkmenistan;1990;6.650.050.078
Turkmenistan;1991;5.909.353.473
Turkmenistan;1992;5.190.320.126
Turkmenistan;1993;505.285.467
Turkmenistan;1994;5.618.737.213
Turkmenistan;1995;5.627.022.357
Turkmenistan;1996;5.361.146.851
Turkmenistan;1997;5.457.464.546
Turkmenistan;1998;559.074.424
Turkmenistan;1999;6.267.667.934
Turkmenistan;2000;6.540.693.628
Turkmenistan;2001;6.800.377.501
Turkmenistan;2002;7.144.935.374
Turkmenistan;2003;7.853.420.247
Turkmenistan;2004;821.892.972
Turkmenistan;2005;8.561.485.793
Turkmenistan;2006;8.826.444.973
Turkmenistan;2007;9.526.611.553
Turkmenistan;2008;9.899.564.733
Turkmenistan;2009;9.170.384.112
Turkmenistan;2010;9.926.586.492
Turkmenistan;2011;1.049.809.806
Turkmenistan;2012;1.083.202.258
Uganda;1990;3.298.674.692
Uganda;1991;3.352.976.224
Uganda;1992;3.386.968.155
Uganda;1993;3.430.413.087
Uganda;1994;3.412.192.218
Uganda;1995;3.473.217.149
Uganda;1996;3.477.415.618
Uganda;1997;3.582.021.487
Uganda;1998;3.719.598.756
Uganda;1999;3.683.617.424
Uganda;2000;3.668.424.293
Uganda;2001;3.645.537.632
Uganda;2002;3.715.073.572
Uganda;2003;3.927.047.711
Uganda;2004;3.920.432.051
Uganda;2005;415.813.799
Uganda;2006;3.852.874.629
Uganda;2007;4.171.482.469
Uganda;2008;4.729.421.308
Uganda;2009;4.741.027.147
Uganda;2010;4.880.254.587
Uganda;2011;4.895.244.099
Uganda;2012;4.942.583.411
Ukraine;1990;8.095.120.126
Ukraine;1991;7.654.912.076
Ukraine;1992;7.512.619.826
Ukraine;1993;6.026.212.691
Ukraine;1994;5.109.934.016
Ukraine;1995;4.800.503.601
Ukraine;1996;4.190.970.065
Ukraine;1997;3.970.339.949
Ukraine;1998;3.704.052.073
Ukraine;1999;3.632.794.937
Ukraine;2000;3.514.693.241
Ukraine;2001;380.119.113
Ukraine;2002;385.551.372
Ukraine;2003;4.157.154.649
Ukraine;2004;3.970.810.938
Ukraine;2005;3.896.399.087
Ukraine;2006;3.961.321.326
Ukraine;2007;4.014.229.506
Ukraine;2008;3.934.963.265
Ukraine;2009;3.361.028.845
Ukraine;2010;3.553.193.044
Ukraine;2011;3.714.598.833
Ukraine;2012;3.663.096.835
United Arab Emirates;1990;7.462.854.308
United Arab Emirates;1991;8.015.794.712
United Arab Emirates;1992;7.895.521.516
United Arab Emirates;1993;8.207.069.119
United Arab Emirates;1994;8.876.761.323
United Arab Emirates;1995;9.384.173.127
United Arab Emirates;1996;1.024.390.358
United Arab Emirates;1997;1.038.917.983
United Arab Emirates;1998;1.083.379.569
United Arab Emirates;1999;1.107.803.174
United Arab Emirates;2000;114.656.474
United Arab Emirates;2001;115.992.575
United Arab Emirates;2002;1.273.835.541
United Arab Emirates;2003;1.347.609.391
United Arab Emirates;2004;1.409.655.242
United Arab Emirates;2005;1.450.873.192
United Arab Emirates;2006;1.538.658.883
United Arab Emirates;2007;1.659.111.874
United Arab Emirates;2008;1.886.566.244
United Arab Emirates;2009;1.918.681.335
United Arab Emirates;2010;1.965.869.465
United Arab Emirates;2011;2.028.790.597
United Arab Emirates;2012;2.160.427.469
United Kingdom;1990;7.459.895.016
United Kingdom;1991;7.495.857.276
United Kingdom;1992;7.269.282.417
United Kingdom;1993;7.091.022.418
United Kingdom;1994;6.989.413.179
United Kingdom;1995;6.812.799.159
United Kingdom;1996;6.956.862.554
United Kingdom;1997;6.670.065.429
United Kingdom;1998;6.651.456.543
United Kingdom;1999;6.560.020.858
United Kingdom;2000;6.555.777.613
United Kingdom;2001;654.616.908
United Kingdom;2002;6.347.504.488
United Kingdom;2003;6.429.175.436
United Kingdom;2004;6.395.566.043
United Kingdom;2005;6.333.029.671
United Kingdom;2006;6.348.014.683
United Kingdom;2007;6.202.170.175
United Kingdom;2008;5.983.548.607
United Kingdom;2009;5.495.163.398
United Kingdom;2010;566.205.911
United Kingdom;2011;529.174.076
United Kingdom;2012;5.506.643.442
United States;1990;5.743.982.575
United States;1991;5.616.808.229
United States;1992;5.682.546.636
United States;1993;581.110.569
United States;1994;5.900.509.585
United States;1995;5.957.921.686
United States;1996;6.121.124.525
United States;1997;6.291.250.521
United States;1998;6.281.110.223
United States;1999;6.308.595.455
United States;2000;6.486.664.989
United States;2001;6.380.789.478
United States;2002;631.157.613
United States;2003;6.381.664.446
United States;2004;6.495.933.412
United States;2005;6.480.321.637
United States;2006;6.363.545.119
United States;2007;6.474.172.632
United States;2008;6.288.508.313
United States;2009;5.901.048.078
United States;2010;6.147.408.097
United States;2011;6.024.393.681
United States;2012;5.822.870.399
Uruguay;1990;2.603.747.382
Uruguay;1991;6.529.397.941
Uruguay;1992;792.173.206
Uruguay;1993;8.309.206.179
Uruguay;1994;8.125.922.297
Uruguay;1995;8.292.690.416
Uruguay;1996;9.651.454.821
Uruguay;1997;9.376.287.225
Uruguay;1998;9.052.499.629
Uruguay;1999;1.002.814.203
Uruguay;2000;8.002.834.438
Uruguay;2001;1.982.016.203
Uruguay;2002;1.994.099.963
Uruguay;2003;2.077.505.322
Uruguay;2004;2.252.358.282
Uruguay;2005;2.264.747.841
Uruguay;2006;1.448.575.838
Uruguay;2007;1.352.592.835
Uruguay;2008;1.600.437.832
Uruguay;2009;1.584.404.429
Uruguay;2010;1.332.425.626
Uruguay;2011;1.481.279.526
Uruguay;2012;1.475.941.027
Uzbekistan;1990;1.770.285.763
Uzbekistan;1991;1.838.971.406
Uzbekistan;1992;1.913.622.875
Uzbekistan;1993;1.915.165.246
Uzbekistan;1994;1.935.369.237
Uzbekistan;1995;1.853.552.508
Uzbekistan;1996;186.921.383
Uzbekistan;1997;1.937.906.073
Uzbekistan;1998;2.070.769.335
Uzbekistan;1999;2.109.496.217
Uzbekistan;2000;2.103.320.699
Uzbekistan;2001;2.125.741.618
Uzbekistan;2002;2.155.429.736
Uzbekistan;2003;2.128.658.715
Uzbekistan;2004;2.114.126.974
Uzbekistan;2005;2.068.184.892
Uzbekistan;2006;2.165.844.728
Uzbekistan;2007;2.193.087.383
Uzbekistan;2008;2.241.962.239
Uzbekistan;2009;2.170.314.495
Uzbekistan;2010;217.395.961
Uzbekistan;2011;2.304.853.496
Uzbekistan;2012;2.377.777.428
Vanuatu;1990;0.543806526
Vanuatu;1991;0.492045162
Vanuatu;1992;0.513697799
Vanuatu;1993;0.538210435
Vanuatu;1994;0.544153071
Vanuatu;1995;0.547135707
Vanuatu;1996;0.568789787
Vanuatu;1997;0.576587867
Vanuatu;1998;0.576147946
Vanuatu;1999;0.576702026
Vanuatu;2000;0.554532106
Vanuatu;2001;0.54466835
Vanuatu;2002;0.547092594
Vanuatu;2003;0.557746839
Vanuatu;2004;0.542727083
Vanuatu;2005;0.554275327
Vanuatu;2006;0.391954108
Vanuatu;2007;0.50929289
Vanuatu;2008;0.512245671
Vanuatu;2009;0.512090452
Vanuatu;2010;0.525177234
Vanuatu;2011;0.566501961
Vanuatu;2012;0.597202689
Venezuela;1990;2.935.557.003
Venezuela;1991;2.920.740.181
Venezuela;1992;2.944.391.879
Venezuela;1993;3.010.078.116
Venezuela;1994;3.040.896.994
Venezuela;1995;3.139.099.671
Venezuela;1996;3.275.854.465
Venezuela;1997;3.345.874.258
Venezuela;1998;3.387.767.631
Venezuela;1999;3.213.177.165
Venezuela;2000;3.330.653.018
Venezuela;2001;3.443.601.949
Venezuela;2002;3.396.207.719
Venezuela;2003;3.350.117.129
Venezuela;2004;336.057.746
Venezuela;2005;364.097.703
Venezuela;2006;3.508.333.728
Venezuela;2007;3.502.783.525
Venezuela;2008;3.876.656.622
Venezuela;2009;385.179.108
Venezuela;2010;3.915.631.277
Venezuela;2011;3.722.704.837
Venezuela;2012;3.967.376.293
Vietnam;1990;9.309.593.912
Vietnam;1991;2.423.056.718
Vietnam;1992;2.835.882.723
Vietnam;1993;3.512.973.129
Vietnam;1994;4.165.003.934
Vietnam;1995;480.748.214
Vietnam;1996;5.648.588.805
Vietnam;1997;6.439.388.271
Vietnam;1998;7.558.562.936
Vietnam;1999;7.956.324.601
Vietnam;2000;8.781.207.867
Vietnam;2001;1.144.404.437
Vietnam;2002;1.304.899.347
Vietnam;2003;1.407.069.678
Vietnam;2004;1.611.582.388
Vietnam;2005;1.714.985.678
Vietnam;2006;1.728.961.789
Vietnam;2007;186.918.786
